"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
2714753,"September 24, 2023",Texas,Kingwood,"4311 Vista Ridge Dr",1,0,0,0,1,N/A
2690132,"August 24, 2023",Texas,"San Antonio","100 block of Oriental Ave",0,2,0,0,1,N/A
2686805,"August 21, 2023",California,Pasadena,"S Raymond Ave and E Del Mar Blvd",1,0,0,0,1,N/A
2671479,"August 3, 2023",Illinois,Chicago,"2200 block of W Carmen Ave",0,1,0,0,1,N/A
2654814,"July 15, 2023",Illinois,Peoria,"2401 N Gale Ave",0,1,0,0,2,N/A
2639906,"June 30, 2023","New Mexico",Belen,"713 N Main St",1,0,0,0,1,N/A
2638465,"June 28, 2023","North Carolina",Greensboro,"5100 Bayberry St",3,2,0,0,1,N/A
2626243,"June 15, 2023",Pennsylvania,Philadelphia,"4700 block of Frankford Ave",0,1,0,0,1,N/A
2625442,"June 13, 2023",Pennsylvania,Whitehall,"2301 Pine St",1,1,0,0,1,N/A
2620527,"June 7, 2023",Florida,Sarasota,"1600 block of N Tamiami Tr",0,1,0,0,1,N/A
2614668,"June 1, 2023",Indiana,Kokomo,"3604 Briarwick Dr",0,1,0,0,1,N/A
2612624,"May 30, 2023",Arizona,Avondale,"Buckeye Rd and El Mirage Rd",1,0,0,0,1,N/A
2609962,"May 27, 2023",Pennsylvania,Pittsburgh,"700 19 N Dr",1,0,0,0,1,N/A
2611372,"May 27, 2023",Indiana,"Michigan City","400 block of York St",1,0,0,0,1,N/A
2606205,"May 23, 2023",Texas,Texarkana,"563 Lemon Acre",4,0,0,0,1,N/A
2604025,"May 21, 2023",Pennsylvania,Philadelphia,"2800 block of Kensington Ave",1,1,0,0,1,N/A
2595213,"May 11, 2023","New York",Coram,"96 Homestead Dr",0,1,0,0,1,N/A
2594173,"May 10, 2023",Alabama,Tuskegee,"205 Lakeview Rd",1,1,0,0,1,N/A
2590994,"May 7, 2023","New York",Brooklyn,"230 E 96th St",1,0,0,0,1,N/A
2582353,"April 26, 2023",Texas,Spring,"2800 block of Hirschfield Rd",1,0,0,0,1,N/A
2580075,"April 23, 2023",Pennsylvania,York,"400 block of Salem Ave",1,0,0,0,1,N/A
2579373,"April 23, 2023",Texas,Houston,"5655 E Sam Houston Pkwy N",0,1,0,0,1,N/A
2580339,"April 22, 2023",Illinois,Rockford,"4800 block of Creekview Rd",0,1,0,0,1,N/A
2568744,"April 10, 2023",Texas,Beaumont,"1800 block of Elgie St",2,0,0,0,2,N/A
2568193,"April 9, 2023",Texas,"Sugar Land","2735 Town Center Blvd",0,1,0,0,1,N/A
2555348,"March 26, 2023",Illinois,Centralia,"Rhodes St and McKee St",0,1,0,0,2,N/A
2542803,"March 6, 2023",Illinois,"East Saint Louis","N 9th St and Exchange Ave",1,0,0,0,1,N/A
2533556,"February 25, 2023",Illinois,Shipman,"500 block of Young Ln",1,1,0,0,1,N/A
2525145,"February 12, 2023",Arizona,Cornville,"S Aspaas Rd",0,1,0,0,1,N/A
2523556,"February 11, 2023",Ohio,Carey,"Lindenwood Pl and Pine Tree Dr",1,0,0,0,1,N/A
2522673,"February 10, 2023",Tennessee,Kingston,"262 De Armond Rd",1,0,0,0,1,N/A
2518926,"February 5, 2023",Indiana,Indianapolis,"5700 block of Tansy Ct",0,1,0,0,1,N/A
2513191,"January 27, 2023",Arizona,"Bullhead City","1600 Silver Creek Rd",0,1,0,1,1,N/A
2506543,"January 19, 2023","North Carolina",Asheville,"275 Deaverview Rd",0,1,0,0,1,N/A
2505067,"January 17, 2023",Wisconsin,Racine,"2900 block of Gillen St",0,2,0,0,1,N/A
2516699,"January 15, 2023",Texas,"San Antonio",N/A,1,0,0,0,1,N/A
2502289,"January 14, 2023",Texas,Newton,"FM 1004",0,1,0,0,2,N/A
2501581,"January 13, 2023",Utah,"Salt Lake City","500 N Star Crest Dr",0,0,1,0,1,N/A
2497699,"January 7, 2023",Illinois,"East Saint Louis","7400 block of State St",1,0,0,0,1,N/A
2494885,"January 3, 2023",Texas,Tyler,"5101 Rhones Quarter Rd",0,1,0,0,1,N/A
2479375,"December 12, 2022",Utah,"Eagle Mountain","4654 N Kestrel Way",0,1,0,0,1,N/A
2476456,"December 7, 2022",Wisconsin,Milwaukee,"1908 W Wright St",1,0,0,0,1,N/A
2472349,"December 1, 2022",Texas,Houston,"8102 W Tidwell Rd",1,0,0,0,1,N/A
2471544,"November 30, 2022",Utah,Layton,"I-15 and Hill Field Rd",0,0,0,1,1,N/A
2661927,"November 24, 2022",Indiana,Columbus,"6560 IN-46",0,1,0,0,1,N/A
2468250,"November 24, 2022",Louisiana,"Grosse Tete","76730 Garner Ln",1,1,0,1,1,N/A
2466207,"November 22, 2022",Texas,Houston,"4200 block of Knotty Oaks Trl",1,0,0,0,1,N/A
2447869,"October 28, 2022",California,Ivanhoe,"Ave 330 and Rd 156",0,1,0,0,1,N/A
2445131,"October 25, 2022",Texas,Edinburg,"2700 block of Alberta Rd",1,0,0,0,1,N/A
2444559,"October 24, 2022",Illinois,Sheridan,"N Robinson St and E Si Johnson Ave",0,1,0,0,1,N/A
2433531,"October 8, 2022",Texas,Lubbock,"2300 block of 143rd St",1,0,0,0,1,N/A
2413673,"September 13, 2022",Texas,"Marble Falls","1100 block of Cedar Dr",2,0,0,0,1,N/A
2552723,"September 12, 2022",Indiana,Evansville,"1300 block of E Illinois St",0,1,0,0,1,N/A
2384318,"August 10, 2022",Texas,Cypress,"7903 Terra Canyon Ln",1,0,0,0,1,N/A
2382379,"August 8, 2022",Texas,Houston,"3738 Faulkner St",1,0,0,0,1,N/A
2382617,"August 7, 2022",Washington,Snohomish,"6500 block of 57th Ave SE",1,0,0,0,1,N/A
2381974,"August 7, 2022",California,Palmdale,"1100 block of Ave R",0,1,0,0,1,N/A
2382611,"August 6, 2022",Alabama,Athens,"Craft Rd",0,1,0,0,1,N/A
2379191,"August 4, 2022",Alabama,Birmingham,"2500 block of 2nd Way NW",1,0,0,0,1,N/A
2377433,"August 2, 2022",Texas,Gonzales,"1100 block of Hastings St",1,1,0,0,1,N/A
2374337,"July 31, 2022",Michigan,Detroit,"11637 Coyle St",2,6,0,0,1,N/A
2360209,"July 9, 2022",Arizona,Tucson,"1000 block of W Rue De La Montagne",0,1,0,0,1,N/A
2351206,"July 4, 2022",Michigan,Adrian,"2900 block of Gady Rd",1,0,0,0,1,N/A
2347050,"July 2, 2022",Virginia,Richmond,"7600 block of Phillips Woods Dr",2,0,0,0,1,N/A
2344465,"June 24, 2022",Colorado,"Colorado Springs",N/A,1,0,0,0,1,N/A
2328068,"June 10, 2022",Michigan,Manistee,"2200 block of Maple Rd",0,1,0,0,1,N/A
2323894,"June 6, 2022",Texas,"League City","300 block of E Walker St",0,1,0,0,1,N/A
2325248,"June 6, 2022",Texas,Houston,"Idaho St and Cullen Blvd",0,0,0,1,1,N/A
2319088,"June 2, 2022",Texas,Alvin,"400 block of W Dumble St",0,1,0,0,1,N/A
2315690,"May 29, 2022",Louisiana,"Baton Rouge","5000 block of N Shamrock Dr",0,0,0,1,2,N/A
2315270,"May 28, 2022",Missouri,Springfield,"2500 block of Glenview Ave",1,0,0,0,1,N/A
2312736,"May 25, 2022",Pennsylvania,"Mc Donald","18 Loffert Rd",1,0,0,0,1,N/A
2307410,"May 20, 2022",Pennsylvania,Mckeesport,"Union Ave",1,0,0,0,1,N/A
2298606,"May 10, 2022",Massachusetts,Falmouth,"49 Old Main Rd",1,0,0,0,1,N/A
2285506,"April 22, 2022",Texas,"Fort Worth","3800 block of Earl St",1,0,0,0,1,N/A
2281423,"April 17, 2022",Louisiana,"Baton Rouge","1700 block of N Sherwood Forest Dr",0,2,0,0,1,N/A
2280071,"April 15, 2022",Indiana,"South Bend","600 block of Leland Ave",1,0,0,0,1,N/A
2264367,"March 26, 2022",Illinois,"Mount Sterling","Illinois 107 and 410 North Ave",0,1,0,0,1,N/A
2263327,"March 25, 2022",Nevada,"Las Vegas","6400 block of Bright Nimbus Ave",1,0,0,0,4,N/A
2262157,"March 24, 2022",Pennsylvania,Pittsburgh,"100 block of Hazlett St",0,1,0,0,1,N/A
2259297,"March 21, 2022",Indiana,Evansville,"2213 E Riverside Dr",0,1,0,0,1,N/A
2256695,"March 18, 2022",Alaska,Anchorage,"E 10th Ave",0,1,0,0,1,N/A
2248108,"March 6, 2022",Texas,Cuero,"600 block of W Morgan Ave",1,0,0,0,1,N/A
2256865,"February 23, 2022",Mississippi,Magnolia,"1025 Jesse Hall Ind Park Rd",1,0,0,0,1,N/A
2238262,"February 20, 2022",Texas,"San Antonio","3815 Parkdale St",2,0,0,0,1,N/A
2227867,"February 4, 2022",Illinois,Naperville,"900 block of Fairway Dr",1,0,0,0,1,N/A
2220707,"January 26, 2022",Ohio,Dayton,"1000 block of Ferguson Ave",1,0,0,0,3,N/A
2220187,"January 16, 2022",Texas,Ranger,"100 block of S Martson St",0,1,0,0,1,N/A
2208258,"January 8, 2022",Michigan,Lansing,"4900 block of Pleasant Grove Rd",1,0,0,0,1,N/A
2201927,"December 31, 2021",Texas,Denton,"2600 W University Dr",0,0,0,0,1,N/A
2201158,"December 30, 2021",Iowa,"Cedar Rapids","Longview St",0,1,0,0,1,N/A
2183483,"December 5, 2021",Pennsylvania,Pottstown,"500 block of N Evans St",1,0,0,0,1,N/A
2174868,"November 22, 2021",Oregon,Portland,"17199 SE Division St",1,0,0,0,1,N/A
2766706,"November 11, 2021","New Mexico",Tucumcari,"500 block of S 6th St",0,0,0,0,1,N/A
2144254,"October 17, 2021",California,"Los Angeles","8900 block of S Avalon Blvd",1,0,0,0,1,N/A
2136436,"October 6, 2021",Ohio,Sidney,"700 block of Lynn St",0,1,0,0,1,N/A
2131972,"October 2, 2021",California,"Santa Maria","500 block of Taft St",0,1,0,0,1,N/A
2130231,"October 1, 2021",Illinois,Peoria,"2600 block of N Lavalle Ct",0,1,0,0,1,N/A
2126949,"September 26, 2021",Arizona,"San Tan Valley","E Bella Vista Rd and Appalachian Trl",1,0,0,0,1,N/A
2124152,"September 24, 2021",Texas,Lubbock,"1605 50th St",0,1,0,0,2,N/A
2122422,"September 22, 2021",California,Oakland,"21st St and Telegraph Ave",0,1,0,1,1,N/A
2118242,"September 15, 2021",Indiana,Nashville,"4500 block of Helms Rd",1,0,0,0,1,N/A
2112804,"September 9, 2021",Michigan,Detroit,"N Green St and Lexington St",0,0,0,0,1,N/A
2107891,"September 4, 2021",Pennsylvania,Pittsburgh,"4500 block of Torley St",0,0,0,0,1,N/A
2108735,"September 4, 2021",Texas,Austin,"9400 block of I-35",1,0,0,0,2,N/A
2148099,"September 3, 2021",Michigan,Pontiac,"487 S Sanford S",0,1,0,0,1,N/A
2106593,"September 2, 2021",Ohio,Cincinnati,"6600 block of Iris Ave",0,1,0,0,1,N/A
2106521,"September 1, 2021",Michigan,Detroit,"15000 block of Forrer St",0,0,0,0,1,N/A
2105155,"August 31, 2021",Pennsylvania,Pittsburgh,"6200 block of Penn Ave",0,1,0,0,1,N/A
2104626,"August 27, 2021",Michigan,"Bay City","900 block of 17th St",0,0,0,0,1,N/A
2102653,"August 26, 2021",Ohio,Lorain,"900 block of W 18th St",0,1,0,0,1,N/A
2099364,"August 24, 2021",Pennsylvania,Philadelphia,"Spruce St and S 57th St",0,1,0,0,1,N/A
2101348,"August 23, 2021",Indiana,Greenwood,"900 block of Bentgrass Dr",0,0,0,0,1,N/A
2091918,"August 12, 2021","New York",Candor,"Straits Corners Rd",0,0,0,0,1,N/A
2084002,"August 6, 2021",Indiana,Lynn,"300 block of N Franklin St",0,0,0,0,1,N/A
2082401,"August 4, 2021",Michigan,Holly,"E Maple St",0,0,1,0,1,N/A
2080111,"July 31, 2021","New York",Troy,"8th St and Hoosick St",0,0,0,0,1,N/A
2072767,"July 24, 2021",Georgia,Atlanta,"3649 Buford Hwy",0,0,0,0,1,N/A
2070265,"July 20, 2021","New York",Elmira,"400 block of W First St",0,0,0,0,1,N/A
2069683,"July 20, 2021",Arizona,Mesa,"4100 block of S Neptune",0,0,0,0,1,N/A
2060171,"July 11, 2021",Connecticut,Norwalk,"Magnolia Ave",0,0,0,0,1,N/A
2060565,"July 10, 2021",Nebraska,"Grand Island","N Broadwell Ave and W 15th St",0,1,0,0,1,N/A
2061212,"July 10, 2021",Minnesota,Babbitt,"31 Central Blvd",0,0,0,0,1,N/A
2052623,"July 4, 2021",Michigan,Roseville,"29000 block of Rosemont St",0,0,0,0,1,N/A
2052592,"July 4, 2021",Texas,Vidor,"100 block of Heritage Dr",0,0,0,0,1,N/A
2049465,"June 30, 2021",Ohio,"Cleveland (Garfield Heights)","6009 Turney Rd",0,0,0,0,1,N/A
2045013,"June 23, 2021",California,Orick,"Bald Hills Rd",1,0,0,0,1,N/A
2048177,"June 22, 2021",Hawaii,"Mountain View","Uhini Ana Rd",0,0,0,0,2,N/A
2037190,"June 16, 2021",Oklahoma,Tulsa,"8888 S Lewis Ave",0,0,0,0,1,N/A
2035821,"June 14, 2021",Colorado,Greeley,"435 N 35th Ave",0,0,0,1,1,N/A
2032306,"June 11, 2021",Texas,Houston,"2000 block of Shadow Rock Dr",0,0,0,0,1,N/A
2032040,"June 10, 2021",Pennsylvania,"Reading (West Lawn)","2200 block of Spring St",0,0,0,0,1,N/A
2030563,"June 9, 2021",Indiana,Tipton,"1100 block of Market Rd",0,0,0,0,1,N/A
2022909,"June 2, 2021","North Carolina",Raleigh,"2611 Torquay Crossing",0,1,0,0,1,N/A
2019899,"May 29, 2021",Indiana,"Fort Wayne","3320 W Coliseum Blvd",0,0,0,0,1,N/A
2018134,"May 27, 2021",Minnesota,"Saint Paul","1400 block of Lincoln Ave",0,0,0,0,1,N/A
2014074,"May 22, 2021","New York",Rochester,"Dewey Ave",0,0,0,0,1,N/A
2011937,"May 20, 2021",Indiana,Bedford,"4140 Fort Ritner Rd",0,0,0,0,1,N/A
2007779,"May 17, 2021",Michigan,Lansing,"W Ottawa St and N Jenison Ave",0,0,0,0,1,N/A
2007757,"May 17, 2021",Tennessee,Springfield,N/A,0,0,0,0,1,N/A
2009626,"May 17, 2021",Indiana,Indianapolis,"Wade St",0,0,0,0,1,N/A
2006750,"May 16, 2021",Michigan,Harrison,"S Finley Lake Ave and Cedar Rd",0,0,0,0,1,N/A
1996737,"May 6, 2021",Illinois,Champaign,"2106 W White St",0,0,0,0,1,N/A
1993262,"May 2, 2021",Illinois,"Calumet City","100 block of N State St",0,1,0,0,1,N/A
1993499,"April 30, 2021",Indiana,Washington,"504 NE 1st St",0,0,0,0,1,N/A
1982868,"April 19, 2021",Texas,Houston,"11199 E Fwy",0,0,0,0,1,N/A
1978220,"April 15, 2021",Indiana,"Fort Wayne","2400 block of S Wayne Ave",0,0,0,0,1,N/A
1984432,"April 14, 2021","New York",Candor,"Prospect Valley Rd",0,0,0,0,1,N/A
1977030,"April 13, 2021",Louisiana,Lafayette,"100 block of Parklane Rd",0,2,0,0,1,N/A
1975972,"April 11, 2021",Texas,"Wills Point","890 FM 2965",1,0,0,0,1,N/A
1975567,"April 11, 2021",Utah,Provo,"2900 W 150 N",0,0,0,0,1,N/A
1963522,"March 27, 2021",Michigan,Riverview,"1400 block of Shenandoah",0,0,0,0,1,N/A
1963095,"March 26, 2021",California,Antioch,"2200 block of Mandarin Way",0,0,0,0,1,N/A
1959922,"March 23, 2021",Illinois,Chicago,"200 block of W 92nd St",1,0,0,0,1,N/A
1958320,"March 21, 2021",Oklahoma,Davidson,"200 block of W Grand Ave",0,1,0,0,1,N/A
1957367,"March 20, 2021",Illinois,Chicago,"100 block of N La Crosse Ave",0,1,0,0,1,N/A
1957456,"March 20, 2021",Illinois,Joliet,"Kinsey Ave and Central Ave",0,0,0,0,1,N/A
1959081,"March 20, 2021",Texas,"Wills Point","CR 2627",0,0,0,0,1,N/A
1957712,"March 19, 2021",Michigan,Detroit,"2100 block of McLean St",0,0,0,0,1,N/A
1955761,"March 17, 2021",Indiana,Centerville,"600 N Morton Ave",0,0,0,0,1,N/A
1955040,"March 16, 2021",Nevada,"Carson City","N Carson St and Silver Oak Dr",0,0,0,0,1,N/A
1951096,"March 12, 2021",Texas,Houston,"4350 Aledo St",0,0,0,0,1,N/A
1940447,"February 26, 2021","New Jersey",Paterson,"Mercer St and Lawrence St",0,0,0,0,1,N/A
1932739,"February 18, 2021","North Carolina",Durham,"3800 block of Guess Rd",0,0,0,0,1,N/A
1930407,"February 16, 2021",Texas,Pharr,"E Lucas St",0,0,0,0,1,N/A
1930711,"February 15, 2021","New York",Syracuse,"104 Daisy St",0,0,0,0,1,N/A
1929700,"February 15, 2021",Pennsylvania,Johnstown,"100 block of Norton Rd",0,0,0,0,1,N/A
1929091,"February 14, 2021",Illinois,Chicago,"1800 block of S St Louis Ave",0,0,0,0,1,N/A
1929075,"February 13, 2021",Oregon,Portland,"14000 block of Sandy Blvd",0,0,0,0,1,N/A
1929773,"February 13, 2021",Washington,Auburn,"1700 block of 4th St NE",0,0,0,0,1,N/A
1926323,"February 11, 2021",Indiana,Elkhart,"57000 block of Woodrow St",0,1,0,0,1,N/A
1925550,"February 9, 2021",Illinois,Brookfield,"9000 block of Bartlett Ave",0,0,0,0,1,N/A
1926424,"February 9, 2021",Indiana,"Fort Wayne","2700 block of Sandarac Ln",0,0,0,0,1,N/A
1920534,"January 31, 2021",Illinois,Decatur,"1000 block of N Woodlawn Ave",0,0,0,0,1,N/A
1916527,"January 30, 2021",Wisconsin,"Beaver Dam","Co Rd W and S Crystal Lake Rd",0,0,0,0,1,N/A
1908714,"January 22, 2021","New Mexico","Santa Fe","6000 block of Vuelta Ventura",0,0,0,0,1,N/A
1909685,"January 21, 2021",Illinois,Durand,"300 block of N Center St",0,0,0,0,1,N/A
1903882,"January 15, 2021",Hawaii,Pahoa,"Plumeria Rd",0,0,0,0,1,N/A
1904238,"January 15, 2021",Arizona,Tucson,"850 E Wetmore Rd",0,0,0,0,1,N/A
1899050,"January 10, 2021",Texas,Houston,"2100 block of Ridgemore Dr",0,0,0,0,1,N/A
1897432,"January 8, 2021",Texas,Odessa,"N Lee Ave and W 9th St",0,0,0,0,1,N/A
1899089,"January 8, 2021",Ohio,Dayton,"200 block of Alaska St",0,0,0,0,1,N/A
1897027,"January 7, 2021","New York","New York (Manhattan)","425 E 67th St",0,0,0,0,1,N/A
1894182,"January 4, 2021","New Mexico",Albuquerque,"1701 University Blvd NE",0,0,0,0,1,N/A
1893498,"January 3, 2021",Illinois,Chicago,"8100 block of S Sangamon St",0,0,0,0,1,N/A
1893364,"January 3, 2021",Minnesota,"Saint Paul (White Bear Lake)","1700 block of 5th St",0,0,0,0,1,N/A
1893073,"January 1, 2021",Nevada,Reno,"1600 block of Wedekind Rd",0,1,0,0,2,N/A
1892480,"December 31, 2020",Louisiana,Mamou,"800 block of Redwood St",0,0,0,0,1,N/A
1890126,"December 29, 2020",Indiana,"South Bend","2000 block of Lincoln Way W",1,0,0,0,1,N/A
1886206,"December 24, 2020",Illinois,Springfield,"3401 Freedom Dr",0,1,0,0,1,N/A
1876615,"December 12, 2020",Minnesota,"Saint Paul","Earl St and Sims Ave",0,0,0,0,1,N/A
1876998,"November 27, 2020",Texas,Cactus,"601 Center Dr",0,0,0,0,1,N/A
1857365,"November 20, 2020","North Dakota",Fargo,"1100 block of 2nd Ave S",0,1,0,0,1,N/A
1859084,"November 17, 2020","New York","Corona (Queens)","125th St",0,0,0,0,2,N/A
1855080,"November 15, 2020",Illinois,Zion,"1800 block of Joanna Ave",0,0,0,0,1,N/A
1852103,"November 14, 2020","New York",Fishkill,"121 Cooper Rd",0,0,0,0,1,N/A
1848014,"November 9, 2020",Ohio,Ripley,"N Pole Rd and Heitts Chapel Rd",0,0,0,0,1,N/A
1846144,"November 6, 2020",Nevada,Reno,"1275 Stardust St",0,0,0,0,1,N/A
1841017,"November 1, 2020",Iowa,"Sioux City","804 Main St",0,1,0,0,1,N/A
1837535,"October 28, 2020","New York",Brooklyn,"305 Atkins Ave",0,1,0,0,1,N/A
1834922,"October 25, 2020",Indiana,Princeton,"4400 block of W Co Rd 125 N",0,0,0,0,1,N/A
1832910,"October 23, 2020",Pennsylvania,Rochester,"Whistler Dr",0,0,0,0,1,N/A
1831618,"October 22, 2020",California,Oakland,"1620 High St",0,0,0,0,1,N/A
1832064,"October 22, 2020",Indiana,"Cedar Lake","7200 block of W 43rd Ave",0,0,0,0,1,N/A
1831817,"October 21, 2020",Ohio,"Saint Marys (St Marys)",N/A,0,0,0,0,1,N/A
1829761,"October 18, 2020",Illinois,Danville,"600 block of Harmon St",0,0,0,0,1,N/A
1826639,"October 12, 2020",Wisconsin,Kenosha,"3300 Sheridan Rd",0,0,0,0,1,N/A
1822102,"October 11, 2020",California,Victorville,"12700 block of Trent Pl",1,0,0,1,1,N/A
1821204,"October 11, 2020",Pennsylvania,Ambridge,"592 Beaver Rd",0,1,0,1,1,N/A
1820478,"October 10, 2020",Florida,Hernando,"US-41 and E Van Ness Rd",1,0,0,0,1,N/A
1819778,"October 9, 2020",Minnesota,"Minneapolis (Brooklyn Park)","6900 block of W Broadway Ave",0,0,0,0,3,N/A
1814211,"October 3, 2020",Illinois,Joliet,"5th Ave and Siegmund St",0,0,0,0,3,N/A
1813275,"October 2, 2020",Minnesota,"Minneapolis (Bloomington)","10600 block of Brunswick Ave",0,0,0,0,1,N/A
1812876,"October 2, 2020",Pennsylvania,Pittsburgh,"1200 block of Banksville Rd",0,2,0,0,1,N/A
1822211,"September 29, 2020",Arizona,Mesa,"161 N Centennial Way",0,2,0,0,1,N/A
1809732,"September 29, 2020",Texas,Houston,"12550 Kuykendahl Rd",0,0,0,0,2,N/A
1803139,"September 22, 2020","South Carolina",Hartsville,"Nicholson Rd",0,0,0,0,1,N/A
1801928,"September 22, 2020",Georgia,Marietta,"2518 Kingsley Dr",0,0,0,0,1,N/A
1801111,"September 20, 2020","North Carolina",Wilmington,"2900 block of Clayton Place",0,0,0,0,1,N/A
1796278,"September 15, 2020",Indiana,"Fort Wayne","2000 block of Carton Ave",0,0,0,0,1,N/A
1793933,"September 13, 2020","New York","Corona (Queens)","25-07 125th St",0,0,0,0,1,N/A
1795040,"September 13, 2020",Illinois,Joliet,"1900 block of Brighton Ln",0,1,0,0,1,N/A
1792973,"September 12, 2020",Illinois,Chicago,"11500 block of S Wentworth Ave",0,0,0,0,1,N/A
1791206,"September 10, 2020",Illinois,Chicago,"1400 block of S Wabash Ave",0,0,0,0,1,N/A
1793798,"September 10, 2020",Texas,"Fort Worth",N/A,0,0,0,0,1,N/A
1792151,"September 6, 2020",Indiana,Highland,"2816 Highway Ave",0,0,0,0,1,N/A
1786177,"September 2, 2020",Minnesota,Burnsville,"Sunny Acres Ln",0,0,0,0,1,N/A
1782855,"September 1, 2020",Wisconsin,Wausau,"1500 block of Knox St",0,0,0,0,1,N/A
1780244,"August 30, 2020",Nevada,"Las Vegas","N El Capitan Way and Grand Teton Dr",0,0,0,0,1,N/A
