"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
2790731,"December 30, 2023",Utah,"Salt Lake City","1089 W Wenco Cir",1,0,0,0,1,N/A
2790020,"December 30, 2023",Utah,"Salt Lake City (Murray)","162 W 4490 S",2,0,0,0,1,N/A
2790287,"December 30, 2023",Maryland,Baltimore,"N Caroline St and E Fayette St",0,1,0,0,1,N/A
2790500,"December 30, 2023",Pennsylvania,Pittsburgh,"2200 block of Arlington Ave",1,0,0,0,1,N/A
2790914,"December 30, 2023",Louisiana,Lafayette,"100 block of Ancelet St",1,0,0,0,2,N/A
2791613,"December 30, 2023",Maryland,Baltimore,"4300 block of Seminole Ave",1,0,0,0,1,N/A
2790232,"December 30, 2023","West Virginia",Salem,"Lake Floyd Cir",0,0,0,1,1,N/A
2789929,"December 30, 2023",Kentucky,"Bowling Green","1801 Morgantown Rd",1,0,0,0,1,N/A
2817860,"December 30, 2023",Tennessee,Chattanooga,"Hancock Rd",0,1,0,0,1,N/A
2790313,"December 30, 2023",Alabama,Birmingham,"9300 block of Parkway E",1,1,0,0,1,N/A
2790244,"December 30, 2023",Texas,Dallas,"6100 block of Mountain Creek Pkwy",2,0,0,0,1,N/A
2793651,"December 30, 2023",Virginia,"Virginia Beach","200 Aragona Blvd",0,1,0,0,1,N/A
2791581,"December 30, 2023",Florida,Ocala,"2200 block of SW 146th Ave Rd",1,0,0,0,1,N/A
2793788,"December 30, 2023",Florida,"Fort Lauderdale (Sunrise)",N/A,0,1,0,0,1,N/A
2790129,"December 30, 2023",California,Sacramento,"9400 block of Mira Del Rio Dr",0,1,0,0,1,N/A
2792455,"December 30, 2023",California,Avenal,"E Dome St and S Central Ave",1,0,0,0,1,N/A
2790681,"December 30, 2023",Georgia,Atlanta,"4005 Campbellton Rd SW",1,0,0,0,1,N/A
2793694,"December 30, 2023","North Carolina",Belmont,"6822 Wilkinson Blvd",0,1,0,0,1,N/A
2791835,"December 30, 2023","North Carolina",Greenville,"1700 S Greene St",1,0,0,0,1,N/A
2790124,"December 30, 2023","North Carolina",Whiteville,"1032 S Madison St",0,2,0,0,1,N/A
2790140,"December 30, 2023","North Carolina",Colfax,"3202 Sandy Ridge Rd",1,0,0,0,1,N/A
2794373,"December 30, 2023",Indiana,Griffith,"1800 Park W Blvd",1,0,0,0,1,N/A
3024642,"December 30, 2023","New Mexico","Crownpoint (Standing Rock)",N/A,1,0,0,0,1,N/A
2795353,"December 30, 2023","South Carolina",Orangeburg,"Fletcher St SW and Enterprise St SW",0,1,0,0,1,N/A
2790070,"December 30, 2023",California,"Los Angeles","5817 S Crenshaw Blvd",1,0,0,0,1,N/A
2825052,"December 30, 2023","South Carolina",Leesville,"Parrish Rd",1,0,0,0,2,N/A
2796164,"December 30, 2023",Virginia,Fredericksburg,"100 block of Deacon Rd",1,0,0,0,1,N/A
2795331,"December 30, 2023","South Carolina",Charleston,"200 block of Line St",0,1,0,0,1,N/A
2790330,"December 30, 2023",Minnesota,Minneapolis,"601 University Ave SE",1,0,0,0,1,N/A
2790439,"December 30, 2023",Mississippi,Forest,"3000 block of Old Jackson Rd",1,0,0,0,1,N/A
2790610,"December 30, 2023",Illinois,Chicago,"13200 block of S Buffalo Ave",0,1,0,0,1,N/A
2790567,"December 30, 2023",Florida,Miami,"SW 142nd Ave and SW 39th St",0,1,0,0,1,N/A
2791969,"December 30, 2023",California,"San Jose","Calle de Guadalupe and Plaza de Guadalupe",1,0,0,0,1,N/A
2791956,"December 30, 2023",California,"Lytle Creek","1900 block of Lytle Creek Rd",1,0,0,0,1,N/A
2791952,"December 30, 2023",California,Salinas,"Garner Ave and Atlantic St",1,0,0,0,1,N/A
2790589,"December 30, 2023",Texas,"Haltom City","3001 Jane Ln",1,0,0,0,1,N/A
2790596,"December 30, 2023",Florida,"Laguna Beach","1st St",0,0,0,1,1,N/A
2792356,"December 30, 2023",Alaska,Koyuk,N/A,1,0,0,0,1,N/A
2790161,"December 30, 2023",Indiana,"Fort Wayne","Wells St and W Superior St",0,0,0,1,1,N/A
2790039,"December 30, 2023",Massachusetts,Boston,"417 Geneva Ave",1,0,0,0,3,N/A
2789947,"December 30, 2023",Texas,"San Antonio","700 block of Pennystone Ave",1,1,0,0,1,N/A
2790322,"December 30, 2023",Tennessee,Dickson,"2430 TN-46",0,1,0,0,1,N/A
2791295,"December 30, 2023",Texas,"Fort Worth","2900 block of San Rose Dr",1,0,0,0,1,N/A
2791306,"December 30, 2023","New York",Rochester,"742 Ave D",1,0,0,0,1,N/A
2790336,"December 30, 2023",Alabama,Mobile,"2000 block of DeKruif Ct",1,0,0,0,2,N/A
2790676,"December 29, 2023",Texas,Vanderbilt,"Carancahua St",0,0,0,1,1,N/A
2804097,"December 29, 2023",Arkansas,"Malvern (Rockport)","Thomason Hanley Rd",1,0,0,0,1,N/A
2790075,"December 29, 2023",Colorado,Pueblo,"4131 N Interstate 25 Int",0,1,0,0,1,N/A
2790471,"December 29, 2023",Pennsylvania,Allentown,"100 block of Chestnut St",2,1,0,0,1,N/A
2790300,"December 29, 2023","West Virginia",Beckley,"124 Beckley Crossing Shopping Ctr",1,0,0,0,1,N/A
2790148,"December 29, 2023",Florida,Jacksonville,"10275 Old St Augustine Rd",1,0,0,0,1,N/A
2790183,"December 29, 2023",Oregon,Ontario,"1410 Westpark Plaza",0,1,0,0,1,N/A
2789593,"December 29, 2023",Indiana,Shelbyville,"100 block of E Polk St",0,1,0,0,1,N/A
2789666,"December 29, 2023",Florida,"Hollywood (Miramar)","SW 39th St and SW 62nd Ave",1,0,0,0,1,N/A
2790257,"December 29, 2023",Georgia,Toccoa,"Stephen Dr",0,2,0,0,1,N/A
2793187,"December 29, 2023",Mississippi,Vicksburg,"1400 block of Jackson St",0,1,0,0,1,N/A
2789758,"December 29, 2023",Florida,Miami,"1550 NW 79th St",0,1,0,0,1,N/A
2789483,"December 29, 2023",California,Oakland,"499 Embarcadero",1,0,0,0,2,N/A
2789603,"December 29, 2023","New York",Syracuse,"611 2nd North St",0,1,0,0,1,N/A
2790838,"December 29, 2023",Alabama,Montgomery,"4000 block of Cresta Cir",1,0,0,0,1,N/A
2789992,"December 29, 2023",Nevada,"North Las Vegas","6600 block of Lookout Lodge Ln",1,1,0,0,1,N/A
2791809,"December 29, 2023",Mississippi,Grenada,"1200 block of Mound St",1,0,0,0,2,N/A
2789392,"December 29, 2023",Georgia,Griffin,"59 Deason St",1,0,0,0,1,N/A
2793648,"December 29, 2023",Louisiana,Ruston,"403 Rich Smith Ln",2,0,0,0,1,N/A
2790031,"December 29, 2023","South Carolina",Belton,"600 block of Breazeale St",0,1,0,0,1,N/A
2792776,"December 29, 2023",Illinois,Rockford,"1600 block of 24th St",0,1,0,0,1,N/A
2790007,"December 29, 2023","New Mexico",Magdalena,"6th St and Pine St",1,1,0,0,1,N/A
2789984,"December 29, 2023",Illinois,Rockford,"450 Kilburn Ave",0,1,0,0,1,N/A
2792555,"December 29, 2023","New Mexico",Carlsbad,"300 Block of Baler Ln",1,0,0,0,1,N/A
2790782,"December 29, 2023",Arizona,Kingman,"1700 block of Golden Gate Ave",0,0,0,1,1,N/A
2790303,"December 29, 2023",Maryland,Baltimore,"2401 Liberty Heights Ave",0,3,0,0,1,N/A
2824006,"December 29, 2023",Illinois,"Iroquois (county)",N/A,0,1,0,0,1,N/A
2790198,"December 29, 2023",Montana,Helena,"406 N Last Chance Gulch",0,0,0,1,1,N/A
2790018,"December 29, 2023",California,Olivehurst,"5400 block of Feather River Blvd",0,0,0,1,1,N/A
2790338,"December 29, 2023",Texas,Beaumont,"3090 Gulf Ave",1,0,0,0,2,N/A
2828234,"December 29, 2023",Nebraska,Omaha,"Mormon Bridge Rd and Hanover Cir",1,0,0,0,1,N/A
2792977,"December 29, 2023",Texas,"Port Arthur","4100 block of 39th St",0,1,0,0,2,N/A
2794831,"December 29, 2023",Virginia,"Amelia Court House (Amelia)","Eggelstetton Rd",1,0,0,0,1,N/A
2790475,"December 29, 2023",Pennsylvania,Allentown,"300 block of Ridge Ave",0,2,0,0,1,N/A
2790454,"December 29, 2023",Mississippi,Columbia,"McDaniel Exn",1,0,0,0,1,N/A
2791260,"December 29, 2023",Texas,Dallas,"3100 block of Harry Hines Blvd",1,1,0,0,1,N/A
2794051,"December 28, 2023",Tennessee,Etowah,"Co Rd 475",1,0,0,0,1,N/A
2788848,"December 28, 2023",Mississippi,Jackson,"1200 block of W Ridgeway St",1,0,0,0,1,N/A
2789374,"December 28, 2023",Washington,Bellingham,"4400 block of Meridian St",0,1,0,0,1,N/A
2789371,"December 28, 2023",Minnesota,Dassel,"22000 block of 713th Ave",1,0,0,0,1,N/A
2789232,"December 28, 2023",Texas,Arlington,"3811 S Cooper St",0,1,0,1,2,N/A
2788903,"December 28, 2023",Florida,"Port Charlotte (South Gulf Cove)","8432 Matecumbe Rd",1,0,0,0,1,N/A
2788825,"December 28, 2023",Washington,Yakima,"1022 N 1st St",0,2,0,0,1,N/A
2788917,"December 28, 2023",Florida,Jacksonville,"6121 Collins Rd",1,0,0,0,1,N/A
2789663,"December 28, 2023",Texas,"San Antonio","9219 Vista W Dr",1,0,0,0,1,N/A
2788978,"December 28, 2023",Georgia,Atlanta,"1177 Constitution Rd SE",1,0,0,0,1,N/A
2800073,"December 28, 2023",Michigan,Detroit,"8100 block of Indiana Ave",1,0,0,0,1,N/A
2789563,"December 28, 2023",Virginia,Norfolk,"100 block of Bank St",0,1,0,0,2,N/A
2788797,"December 28, 2023","North Carolina",Tarboro,"Daniel St",0,1,0,0,1,N/A
2788860,"December 28, 2023",Maryland,Bowie,"900 block of St Michaels Dr",1,0,0,0,1,N/A
2790044,"December 28, 2023","North Carolina",Maxton,"3200 block of McGirt Rd",0,1,0,0,1,N/A
2789243,"December 28, 2023",Wisconsin,Milwaukee,"N 38th St and Good Hope Rd",1,0,0,0,1,N/A
2789503,"December 28, 2023",California,Corona,"13400 block of Barker Ln",1,0,0,1,1,N/A
2791364,"December 28, 2023",Michigan,"Marine City","6100 block of Genaw Rd",1,0,0,0,1,N/A
2788984,"December 28, 2023",Georgia,"Atlanta (Chamblee)","5373 Peachtree Blvd",0,0,0,1,1,N/A
2789366,"December 28, 2023","South Carolina","North Charleston","8750 Fairwind Dr",1,0,0,0,2,N/A
2789277,"December 28, 2023",Illinois,Chicago,"6600 block of S May St",0,1,0,0,1,N/A
2789419,"December 28, 2023",Missouri,Springfield,"2805 N Kansas Expy",0,1,0,0,1,N/A
2788820,"December 28, 2023",Mississippi,"Yazoo City","800 block of Prentiss Ave",0,1,0,0,1,N/A
2789881,"December 28, 2023","New Jersey",Newark,"100 block of Camden St",0,0,0,1,1,N/A
2793331,"December 28, 2023",Ohio,Canfield,"6800 block of S Salem-Warren Rd",0,1,0,0,1,N/A
2788571,"December 28, 2023",Illinois,"Rock Island","690 Mill St",0,1,0,0,1,N/A
2788009,"December 27, 2023",Michigan,Tamarack,N/A,0,1,0,0,1,N/A
2788453,"December 27, 2023",Alabama,Montgomery,"2100 block of Rexford Rd",1,0,0,0,1,N/A
2788922,"December 27, 2023",Florida,Leesburg,"1906 W Main St",1,0,0,0,1,N/A
2788335,"December 27, 2023",Kentucky,Lexington,"500 block of Pemberton St",1,0,0,0,1,N/A
2789886,"December 27, 2023","New Jersey",Camden,"1400 block of Louis St",1,0,0,0,1,N/A
2788766,"December 27, 2023",Texas,"San Antonio","9511 Perrin Beitel",0,1,0,0,1,N/A
2788867,"December 27, 2023",Virginia,Alexandria,"5311 Duke St",0,1,0,0,1,N/A
2795592,"December 27, 2023",Pennsylvania,Wexford,"108 VIP Dr",0,0,0,0,2,N/A
2788773,"December 27, 2023",Texas,"San Antonio","700 block of Leal St",1,0,0,1,1,N/A
2812198,"December 27, 2023",Florida,Miami,"1424 NE Miami Pl",0,1,0,0,1,N/A
2788242,"December 27, 2023",Florida,Miami,"NW 12th St and NW 1st Pl",0,2,0,1,1,N/A
2789178,"December 27, 2023","New Mexico",Albuquerque,"9501 Endee Rd NW",1,0,0,0,1,N/A
2788078,"December 27, 2023",Georgia,Atlanta,"1166 Ralph David Abernathy Blvd SW",1,0,0,0,1,N/A
2788879,"December 27, 2023",Kentucky,Elizabethtown,"Henon Ln",1,0,0,0,1,N/A
2823522,"December 27, 2023",Texas,"Big Spring","1800 block of Brent Dr",1,0,0,0,1,N/A
2788159,"December 27, 2023",Oklahoma,Tulsa,"6416 E Archer St",0,0,0,1,1,N/A
2788762,"December 27, 2023",Tennessee,Memphis,"1100 block of Margaret Rd",1,1,0,0,1,N/A
2789519,"December 27, 2023",Oklahoma,Lawton,"2324 NW Dunstan Ln",0,1,0,0,1,N/A
2787681,"December 27, 2023",Texas,Humble,"Treaschwig Rd and Mala Way",0,1,0,0,1,N/A
2788725,"December 27, 2023",Louisiana,Monroe,"2900 block of Barrington Ave",0,1,0,0,1,N/A
2787915,"December 27, 2023",California,"San Francisco","Hyde St and OFarrell St",0,1,0,0,1,N/A
2787988,"December 27, 2023","North Carolina",Charlotte,"16200 block of Long Talon Way",1,1,0,0,1,N/A
2788742,"December 27, 2023",Louisiana,"Breaux Bridge","1000 block of Potato Shed Rd",0,1,0,0,2,N/A
2789451,"December 27, 2023",Missouri,"Saint Louis","7000 block of Lexington Ave",1,0,0,0,1,N/A
2788661,"December 27, 2023","South Carolina",Timmonsville,"Byrd St",0,1,0,0,1,N/A
2788647,"December 27, 2023","South Carolina",Lancaster,"100 block of Willow Lake Rd",1,0,0,0,1,N/A
2788633,"December 27, 2023",Texas,"El Paso","400 block of French Pl",1,0,0,0,1,N/A
2788728,"December 27, 2023","North Carolina","Chapel Hill","1000 block of Ferguson Rd",1,0,0,0,1,N/A
2788664,"December 27, 2023",Texas,Houston,"15515 Lee Rd",1,1,0,0,1,N/A
2787833,"December 27, 2023",Illinois,Chicago,"5618 S Michigan Ave",0,1,0,0,1,N/A
2788919,"December 27, 2023",Maryland,"Bel Air","600 block of Churchill Rd",1,0,0,0,1,N/A
2789211,"December 27, 2023",Texas,Brownwood,"5th St and Ave E",1,0,0,0,1,N/A
2788720,"December 27, 2023",California,Pinole,"2695 Pinole Valley Rd",0,2,0,0,1,N/A
2789064,"December 27, 2023",Arizona,Phoenix,"E Euclid Ave and S Central Ave",0,1,0,0,1,N/A
2789537,"December 27, 2023",California,Miramonte,"47000 block of Dunlap Rd",2,0,0,0,1,N/A
2798287,"December 26, 2023",Missouri,Eminence,N/A,1,0,0,0,1,N/A
2787373,"December 26, 2023",Ohio,Toledo,"5001 Monroe St",0,1,0,1,1,N/A
2787284,"December 26, 2023",Ohio,Cincinnati,"3200 block of Wold Ave",0,1,0,0,1,N/A
2787912,"December 26, 2023","New York","Corona (Queens)","127th St and Liberty Ave",1,1,0,0,3,N/A
2787800,"December 26, 2023",Illinois,Cicero,"1800 block of S 49th Ave",1,0,0,0,2,N/A
2787549,"December 26, 2023",Louisiana,Lacombe,"28165 US-190",1,0,0,0,1,N/A
2788310,"December 26, 2023","West Virginia",Charleston,"2000 block of Lippert St",1,1,0,0,1,N/A
2787264,"December 26, 2023",Missouri,"Saint Louis (Riverview)","10000 block of Sheldon Dr",1,0,0,0,1,N/A
2787560,"December 26, 2023",Massachusetts,Lynn,"39 State St",0,3,0,0,2,N/A
2786936,"December 26, 2023",Utah,"Salt Lake City","414 E 200 S",0,1,0,0,1,N/A
2787622,"December 26, 2023",Arkansas,Mabelvale,"1012 Katy Ln",1,0,0,0,1,N/A
2789157,"December 26, 2023",Nevada,Pahrump,"S Leslie St and W Wilson Rd",1,0,0,0,5,N/A
2788104,"December 26, 2023",Georgia,Brunswick,"US-17 and Joe Frank Harris Blvd",0,2,0,0,1,N/A
2787151,"December 26, 2023",Florida,"Fort Pierce","414 Seaway Dr",0,0,0,1,1,N/A
2787603,"December 26, 2023",Mississippi,Meridian,"10641 US-80",1,0,0,0,1,N/A
2787334,"December 26, 2023",California,Oakland,"1400 block of Sunshine Ct",1,0,0,0,1,N/A
2787132,"December 26, 2023","North Carolina",Wilmington,"1930 Castle Hayne Rd",1,0,0,0,1,N/A
2788089,"December 26, 2023",Louisiana,Hammond,"1200 block of Smith Sq",1,0,0,0,2,N/A
2787362,"December 26, 2023",Alabama,Montgomery,"4000 block of Williams Rd",0,1,0,0,1,N/A
2788477,"December 26, 2023",Idaho,Jerome,"E 750 and N 225",0,1,0,0,1,N/A
2787384,"December 26, 2023",Oklahoma,"Oklahoma City (Moore)","NW 28th St and N Nottingham Way",0,1,0,0,1,N/A
2787366,"December 26, 2023","District of Columbia",Washington,"600 Maryland Ave SW",1,0,0,0,1,N/A
2787587,"December 26, 2023","Rhode Island","East Providence","110 N Hull St",0,1,0,0,1,N/A
2788747,"December 26, 2023",Texas,Killeen,"800 block of Adela St",0,0,0,1,1,N/A
2787546,"December 26, 2023",Louisiana,Opelousas,"918 S Railroad Ave",1,0,0,0,1,N/A
2788373,"December 26, 2023",Tennessee,Nashville,"E Thompson Ln",0,1,0,0,1,N/A
2786732,"December 25, 2023",Washington,Seattle,"4750 NE 15th Ave",1,0,0,0,1,N/A
2787498,"December 25, 2023",Pennsylvania,"Kingston (Courtdale)",PA-309,0,1,0,0,1,N/A
2786968,"December 25, 2023",Illinois,Naperville,"25W050 block of Wood Ct",1,0,0,0,1,N/A
2786468,"December 25, 2023",Indiana,Indianapolis,"6600 block of E 52nd Pl",1,0,0,0,1,N/A
2786683,"December 25, 2023",Illinois,"Mount Vernon","300 block of S 9th St",0,1,0,0,1,N/A
2788231,"December 25, 2023",Florida,"Miami Gardens",N/A,0,0,0,0,1,N/A
2787141,"December 25, 2023",Indiana,"Indianapolis (Cumberland)","11500 block of Taftwood Dr",1,0,0,0,1,N/A
2786952,"December 25, 2023",Florida,Naples,"Dogwood Way",0,1,0,0,1,N/A
2787121,"December 25, 2023",Missouri,"Grain Valley","700 block of SW Woodland Cir",1,0,0,0,1,N/A
2786597,"December 25, 2023",Wisconsin,Beloit,"Porter Ave and Yates Ave",0,1,0,0,1,N/A
2786585,"December 25, 2023","South Carolina","Mc Coll (Mccoll)","3296 US-401",0,1,0,0,1,N/A
2787300,"December 25, 2023",Texas,Garland,"4413 W Walnut St",1,0,0,0,1,N/A
2786727,"December 25, 2023",California,Madera,"1467 Country Club Dr",0,1,0,0,1,N/A
2787556,"December 25, 2023",Louisiana,"New Orleans","4400 block of Duplessis St",0,1,0,0,1,N/A
2787277,"December 25, 2023","North Carolina",Sharpsburg,"200 block of Camland Cir",0,0,0,2,1,N/A
2787216,"December 25, 2023",Georgia,Nicholls,"1900 block of Robert Cemetery Rd",0,1,0,0,1,N/A
2786921,"December 25, 2023",Texas,Killeen,"1400 block of N College St",1,0,0,0,1,N/A
2840403,"December 25, 2023",Florida,"Fort Lauderdale (Lauderhill)","2409 NW Eighth St",1,0,0,0,1,N/A
2787947,"December 25, 2023",Alabama,Eutaw,"200 block of Howard Irvin Dr",1,0,0,0,1,N/A
2786545,"December 25, 2023",Michigan,Warren,"E 9 Mile Rd and Hoover Rd",0,1,0,0,1,N/A
2787976,"December 25, 2023",Florida,"Vero Beach","4500 block of 58th Ave",0,1,0,0,1,N/A
2786611,"December 25, 2023",Georgia,Rome,"Darlington Dr",0,1,0,0,1,N/A
2789298,"December 25, 2023",Texas,"Balch Springs","11500 block of Small Dr",0,1,0,0,1,N/A
2788039,"December 25, 2023",California,"Mountain View","900 block of Clark Ave",0,2,0,0,1,N/A
2787042,"December 25, 2023","South Carolina",Bennettsville,"Goodwins Pond Rd",0,0,0,1,1,N/A
2787551,"December 25, 2023",Louisiana,Harvey,"1013 Manhattan Blvd",1,0,0,0,1,N/A
2786752,"December 25, 2023","New York",Albany,"700 block of State St",1,0,0,0,1,N/A
2787764,"December 25, 2023",Mississippi,"West Point",N/A,0,1,0,0,1,N/A
2787608,"December 25, 2023",Mississippi,Hattiesburg,"40 block of Bermuda Dr",0,1,0,0,1,N/A
2786944,"December 25, 2023",Florida,Immokalee,"302 Boston Ave",0,1,0,0,1,N/A
2786900,"December 25, 2023",Texas,Dallas,"2700 block of Lenway St",1,0,0,0,1,N/A
2787038,"December 25, 2023","South Carolina",Aiken,"215 Plantation Dr",1,0,0,0,1,N/A
2786977,"December 25, 2023",Florida,Gainesville,"9125 NW 39th Ave",1,1,0,0,1,N/A
2788067,"December 25, 2023",Louisiana,"New Orleans","4001 Canal St",1,0,0,0,1,N/A
2787573,"December 25, 2023","New Jersey",Newark,"348 Clinton Ave",1,0,0,0,1,N/A
2787066,"December 25, 2023",Florida,Kissimmee,"3262 Vineland Rd",1,0,0,0,1,N/A
2786315,"December 24, 2023",Louisiana,"New Orleans","621 Canal St",1,0,0,0,1,N/A
2791317,"December 24, 2023","New York",Cortland,"11 Church St",0,1,0,0,1,N/A
2786217,"December 24, 2023",Texas,"Wichita Falls","500 block of Austin Ave",0,1,0,1,2,N/A
2786669,"December 24, 2023",Connecticut,Newtown,"Boggs Hill Rd and Willow Brook Ln",0,1,0,0,1,N/A
2786553,"December 24, 2023","South Carolina","North Charleston","8240 Windsor Hill Blvd",1,0,0,0,2,N/A
2786499,"December 24, 2023","North Carolina",Greensboro,"6009 Landmark Center Blvd",1,1,0,0,2,N/A
2785970,"December 24, 2023",Florida,"West Palm Beach","1376 N Military Trl",0,0,0,1,1,N/A
2786642,"December 24, 2023",Alabama,Mobile,"3920 Berwyn Dr S",1,1,0,0,1,N/A
2786551,"December 24, 2023",Florida,Largo,"2357 22nd Ave SW",1,0,0,1,1,N/A
2786246,"December 24, 2023",Tennessee,Nashville,"2600 block of Pennington Ave",1,0,0,0,1,N/A
2803576,"December 24, 2023","North Carolina",Carrboro,"200 NC-54",0,1,0,0,1,N/A
2787259,"December 24, 2023",Missouri,"Saint Louis","I-70 and Lillian Ave",1,0,0,0,1,N/A
2787280,"December 24, 2023",Texas,"Laguna Park",N/A,2,0,0,0,1,N/A
2786394,"December 24, 2023",Washington,Renton,"1150 Oakesdale Ave SW",1,0,0,0,1,N/A
2788832,"December 24, 2023",Mississippi,Columbia,"Main St and W Dale St",0,1,0,0,1,N/A
2787329,"December 24, 2023",Georgia,Augusta,"4200 block of James Dr",1,0,0,0,1,N/A
2786308,"December 24, 2023",Wisconsin,Appleton,"100 block of S Walnut St",1,0,0,0,1,N/A
2786785,"December 24, 2023",Mississippi,Canton,"Jewell Williams Blvd and  W Dinkins St",1,0,0,0,1,N/A
2786328,"December 24, 2023","South Carolina",Aiken,"161 Squire St",1,0,0,0,1,N/A
2786472,"December 24, 2023","North Dakota",Minot,"1805 2nd Ave SW",1,1,0,0,1,N/A
2786494,"December 24, 2023","North Carolina",Asheville,"414 Depot St",1,0,0,0,1,N/A
2786337,"December 24, 2023","South Carolina",Anderson,"3907 Clemson Blvd",1,0,0,0,1,N/A
2786466,"December 24, 2023",Indiana,Indianapolis,"9900 block of E 38th St",1,0,0,0,1,N/A
2786557,"December 24, 2023","South Carolina","North Charleston","8108 Windsor Hill Blvd",1,0,0,1,2,N/A
2786181,"December 24, 2023",Indiana,"Fort Wayne","303 E Tillman Rd",1,1,0,0,2,N/A
2789701,"December 24, 2023",Alabama,Selma,"2400 block of Church St",1,0,0,0,2,N/A
